ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: _original_id","Meta: _wpb_vc_js_status","Meta: _wpb_vc_js_interface_version","Meta: slide_template","Meta: gprofil","Meta: zubereitungsempfehlung","Meta: page-loading","Meta: force-boxed","Meta: page-bgimage","Meta: page-bgcolor","Meta: show-header","Meta: show-breadcrumb","Meta: show-footer","Meta: page-header-enabled","Meta: page-header-class","Meta: page-header-padding","Meta: page-header-title","Meta: page-header-title-color","Meta: page-header-title-animation","Meta: page-header-subtitle","Meta: page-header-subtitle-animation","Meta: page-header-subtitle-color","Meta: page-header-align","Meta: page-header-bgcolor","Meta: page-header-bgimage-type","Meta: page-header-bgimage","Meta: page-header-bgimage-attach","Meta: page-header-mask","Meta: page-header-mask-bgimage","Meta: page-header-mask-bgcolor","Meta: page-header-mask-opacity","Meta: post-link-url","Meta: post-link-label","Meta: post-link-target","Meta: post-link-color","Meta: post-link-bgcolor","Meta: post-link-bgimage","Meta: post-status-text","Meta: post-status-color","Meta: post-status-bgcolor","Meta: post-status-bgimage","Meta: post-gallery","Meta: post-gallery-animation","Meta: post-gallery-navigation","Meta: post-gallery-pagination","Meta: post-video-source","Meta: post-video-poster","Meta: post-video-mp4","Meta: post-video-webm","Meta: post-video-ogv","Meta: post-video-youtube","Meta: post-video-vimeo","Meta: post-quote-text","Meta: post-quote-author","Meta: post-quote-color","Meta: post-quote-bgcolor","Meta: post-quote-bgimage","Meta: post-audio-mp3","Meta: variation_menu_order","Meta: _min_variation_price","Meta: _max_variation_price","Meta: _min_price_variation_id","Meta: _max_price_variation_id","Meta: _min_variation_regular_price","Meta: _max_variation_regular_price","Meta: _min_regular_price_variation_id","Meta: _max_regular_price_variation_id","Meta: farm","Meta: anbauhoehe","Meta: anbauregion","Meta: sorte","Meta: varitaet","Meta: varitaet_tt","Meta: ernte","Meta: aufbereitung","Meta: aufbereitung_tt","Meta: zertifizierung_rohkaffee","Meta: besonderheit","Meta: inline_featured_image","Meta: _lieferzeit","Meta: _sale_label","Meta: _alternative_shipping_information","Meta: _unit_regular_price_per_unit","Meta: _unit_regular_price_per_unit_mult","Meta: _regular_price_per_unit","Meta: _unit_sale_price_per_unit","Meta: _unit_sale_price_per_unit_mult","Meta: _sale_price_per_unit","Meta: product_function_desc_textarea","Meta: _digital","Meta: _jck_wssv_display_title","Meta: _disable_add_to_cart"
971,variable,,"Indien monsooned Malabar",1,0,search,"Benannt ist der Kaffee nach einem besonderen Aufbereitungsverfahren, dem „Monsooning“, das in der Region Malabar zum Einsatz kommt und einen außergewöhnlichen Kaffee hervorbringt.","Als Kaffee noch mit Segelschiffen transportiert wurde, dauerte eine Reise von Indien nach Europa etwa sechs Monate. Bedingt durch den Klimawechsel veränderten sich die Rohkaffeebohnen in ihrer Farbe, ihrer Größe und im Geschmack. Heutzutage nutzen indische Kaffeebauern den Monsun, um einen Spezialitätenkaffee zu produzieren, der genau diese Charakteristika besitzt.
\n
\nDas traditionelle Verfahren des „Monsooning“ wird in Malabar durchgeführt, einer Region an der Westküste Indiens. Es erfolgt in den Monaten Juni bis September, in denen die Süd-West-Monsunwinde am stärksten sind.
\n
\nEs beginnt mit der Ernte der gerade gereiften Früchte. Sie werden verlesen und solange sorgfältig getrocknet, bis die Bohnen „klappern“. Die getrockneten Kaffeebohnen werden dann in Schälfabriken zu „monsooned“ Kaffee weiterverarbeitet.
\n
\nDort werden sie nach dem Schälen sortiert und auf gut belüfteten Zementböden kleiner Trockenhäuschen in Schichten von 10-15 cm Dicke dem heiß-feuchten Klima ausgesetzt. Dies lässt sie mit zunehmender Feuchtigkeit anschwellen, so dass der ursprüngliche Feuchtigkeitsgehalt von 12-14 % auf etwa 16-20 % steigt. Dabei nehmen die Bohnen ihre charakteristische strohbraune bis gelbliche Farbe an.
\n
\nAnschließend werden die Kaffeebohnen locker in Jutesäcke gefüllt und mit ausreichend Abstand zueinander gestapelt, damit der Monsun besser um die Säcke herum zirkulieren kann und der Feuchtigkeitsgehalt in allen Bohnen gleich ist. Der Kaffee wird in regelmäßigen Abständen von 6 bis 8 Tagen umgesackt, um die Bildung von Schimmelpilzen zu verhindern und um ein gleichmäßiges „monsooning“ sicherzustellen.
\n
\nDieser Vorgang dauert insgesamt etwa 8 bis 10 Wochen. Der auf diese Weise aufbereitete Kaffee wird dann erneut per Hand verlesen, um fehlerhafte Bohnen zu entfernen. Danach werden die Bohnen poliert und für den Export bereitgestellt.",,,taxable,reduced-rate,1,,,0,0,,,,,1,,,,"KAFFEE, KAFFEE > SINGLE ORIGINS","erdig, mild, nussig, säurearm, weich",,https://staging.our-working.space/wp-content/uploads/2016/07/B-Indien-monsooned.png,,,,,,,,,9,Gewicht,"100g, 250g, 500g, 1000g",1,1,Mahlung,"ganze Bohne, Siebträger, Herdkanne, Filter, Stempelkanne",1,1,Röstung,"Mittel, Dunkel",1,1,false,2,default,"Weich, mild und säurearm.
Nussig, erdig mit Noten von Holz, Tabak und Getreide.","In der dunklen Röstung sehr gut als Espresso.","Westghats in Karnataka",Arabica,"Selektion 795, Selektion 1934, Kent","Arabica Kaffees gibt es in einer Vielzahl von Varietäten. Sie unterscheiden sich optisch (Blattform, Fruchtfarbe oder Fruchtanordnung) und geschmacklich (aromatische Komplexität, Süße und Säure).
<p style=""text-align: right;"" align=""right""><strong><a href=""/kaffeewissen/#varietaten"">&gt;MEHR</a></strong></p>","Oktober – Februar","monsooned, natural",,default,false,,#f6edde,true,true,true,false,,padding-medium,,#ffffff,,,,#ffffff,textaligncenter,transparent,full-image,,bg-static,false,,#000000,0.7,,,_blank,#ffffff,#9f403c,,,#ffffff,#9f403c,,,fade,true,true,self,,,,,,,,,#ffffff,#9f403c,,,9.0001,5.90,21.50,1000,976,5.90,21.50,1000,976,"<strong>Natural </strong>(trocken aufbereitete) Kaffees haben oft viel Süße, einen vollen Körper und ausbalancierte Fruchtnoten.
<strong>Washed </strong>(nass aufbereitete) Kaffees zeichnen sich durch eine feine, meist komplexe Aromatik mit einem leichten Säuregrad aus.
<strong>Honey </strong>(halbtrocken aufbereitete) Kaffees haben meist eine leichte Säure gepaart mit Süße und aromatischer Intensität.
<p style=""text-align: right;""><a href=""/kaffeewissen/#aufbereitung""><strong>&gt;MEHR</strong></a></p>",Asien,Indien,,"1.100 m",,0,'-1,'-2,,cm,,,cm,,,,no,,
976,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Siebträger,,1,Röstung,Dunkel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
977,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Siebträger,,1,Röstung,Mittel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
978,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Stempelkanne,,1,Röstung,Dunkel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
979,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Stempelkanne,,1,Röstung,Mittel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
980,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Herdkanne,,1,Röstung,Dunkel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
981,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Herdkanne,,1,Röstung,Mittel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
982,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Filter,,1,Röstung,Dunkel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
983,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,Filter,,1,Röstung,Mittel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
984,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,"ganze Bohne",,1,Röstung,Dunkel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
985,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,1000,,,,0,,,"21,50",,,,,,,id:971,,,,,,0,Gewicht,1000g,,1,Mahlung,"ganze Bohne",,1,Röstung,Mittel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
988,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,500,,,,0,,,"11,80",,,,,,,id:971,,,,,,0,Gewicht,500g,,1,Mahlung,Siebträger,,1,Röstung,Dunkel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
989,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,500,,,,0,,,"11,80",,,,,,,id:971,,,,,,0,Gewicht,500g,,1,Mahlung,Siebträger,,1,Röstung,Mittel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
990,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,500,,,,0,,,"11,80",,,,,,,id:971,,,,,,0,Gewicht,500g,,1,Mahlung,Stempelkanne,,1,Röstung,Dunkel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
991,variation,,"Indien monsooned Malabar",1,0,search,,,,,taxable,parent,1,,,0,0,500,,,,0,,,"11,80",,,,,,,id:971,,,,,,0,Gewicht,500g,,1,Mahlung,Stempelkanne,,1,Röstung,Mittel,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indien monsooned Malabar",
